DivisionID,DivisionNm,GivenNm,Surname,BallotPosition,Elected,PartyNm,PartyAb,TotalVotes
236,Canning,James Gordon,WALDECK,5,N,United Australia Party,UAPP,2438
236,Canning,Brad,BEDFORD,6,N,WESTERN AUSTRALIA PARTY,WAP,2202
236,Canning,Judith,CONGRENE,7,N,Informed Medical Options Party,IMO,785
236,Canning,Jodie,MOFFAT,8,N,The Greens (WA),GRN,7659
236,Canning,Ashley Elphin,WILLIAMS,9,N,Independent,IND,1708
236,Canning,Andriette,du PLESSIS,10,N,Australian Christians,AUC,1689
236,Canning,David,GARDINER,11,N,Liberal Democrats,LDP,749
236,Canning,Informal,Informal,999,N,Independent,,6558
237,Cowan,Anne,ALY,1,Y,Australian Labor Party,ALP,46712
237,Cowan,Isabella,TRIPP,2,N,The Greens (WA),GRN,9829
237,Cowan,Sylvia,IRADUKUNDA,3,N,Australian Christians,AUC,1859
237,Cowan,Michael,CALAUTTI,4,N,Australian Federation Party,CYA,1125
237,Cowan,Tyler,WALSH,5,N,Pauline Hanson's One Nation,ON,2839
237,Cowan,Micah,van KRIEKEN,6,N,Liberal Democrats,LDP,1080
237,Cowan,Roland,LAVERACK,7,N,WESTERN AUSTRALIA PARTY,WAP,1714
237,Cowan,Claire Elizabeth,HAND,8,N,United Australia Party,UAPP,2423
237,Cowan,Vince,CONNELLY,9,N,Liberal,LP,30328
237,Cowan,Michael,ANAGNO,10,N,Animal Justice Party,AJP,1775
237,Cowan,Informal,Informal,999,N,Independent,,8039
238,Curtin,Ladeisha Louise,VERHOEFF,1,N,United Australia Party,UAPP,1828
238,Curtin,Bill,BURN,2,N,WESTERN AUSTRALIA PARTY,WAP,1243
238,Curtin,Judith,CULLITY,3,N,Australian Federation Party,CYA,763
238,Curtin,Celia,HAMMOND,4,N,Liberal,LP,43408
238,Curtin,Dale Marie,GRILLO,5,N,Pauline Hanson's One Nation,ON,1310
238,Curtin,Kate,CHANEY,6,Y,Independent,IND,30942
238,Curtin,Yannick,SPENCER,7,N,Australian Labor Party,ALP,14654
238,Curtin,Cameron,PIDGEON,8,N,The Greens (WA),GRN,10889
238,Curtin,Informal,Informal,999,N,Independent,,3373
312,Durack,Craig,SHORE,1,N,Australian Federation Party,CYA,1453
312,Durack,Melissa,PRICE,2,Y,Liberal,LP,30736
312,Durack,Adrian,McRAE,3,N,The Great Australian Party,GAP,2738
312,Durack,Anthony James,FELS,4,N,WESTERN AUSTRALIA PARTY,WAP,2483
312,Durack,Jeremiah,RILEY,5,N,Australian Labor Party,ALP,26093
312,Durack,Brenton,JOHANNSEN,6,N,Pauline Hanson's One Nation,ON,6174
312,Durack,Ian,BLAYNEY,7,N,The Nationals,NP,9160
312,Durack,Bianca,McNEAIR,8,N,The Greens (WA),GRN,8457
312,Durack,Andrew Charles,MIDDLETON,9,N,United Australia Party,UAPP,2229
312,Durack,Informal,Informal,999,N,Independent,,6219
239,Forrest,Helen,ALLAN,1,N,United Australia Party,UAPP,2426
239,Forrest,Paul,MARKHAM,2,N,Liberal Democrats,LDP,1577
239,Forrest,Mailee,DUNN,3,N,Australian Federation Party,CYA,1152
239,Forrest,Christine,TERRANTROY,4,N,The Greens (WA),GRN,12780
239,Forrest,Greg,STEPHENS,5,N,WESTERN AUSTRALIA PARTY,WAP,2130
239,Forrest,Tracy Nyree,AITKEN,6,N,The Great Australian Party,GAP,2907
239,Forrest,Bronwen,ENGLISH,7,N,Australian Labor Party,ALP,26092
239,Forrest,Shane,MEZGER,8,N,Pauline Hanson's One Nation,ON,5020
239,Forrest,Nola,MARINO,9,Y,Liberal,LP,41006
239,Forrest,Informal,Informal,999,N,Independent,,5234
240,Fremantle,Ben,TILBURY,1,N,The Great Australian Party,GAP,2293
240,Fremantle,Sam,WAINWRIGHT,2,N,Socialist Alliance,SAL,1184
240,Fremantle,Cathy,GAVRANICH,3,N,Australian Federation Party,CYA,1367
240,Fremantle,Josh,WILSON,4,Y,Australian Labor Party,ALP,43111
240,Fremantle,Stella,JINMAN,5,N,United Australia Party,UAPP,2000
240,Fremantle,Bill,KOUL,6,N,Liberal,LP,23749
240,Fremantle,Felicity,TOWNSEND,7,N,The Greens (WA),GRN,17790
240,Fremantle,Yan,LOH,8,N,Liberal Democrats,LDP,1251
240,Fremantle,Janetia,KNAPP,9,N,WESTERN AUSTRALIA PARTY,WAP,2248
240,Fremantle,William,EDGAR,10,N,Pauline Hanson's One Nation,ON,3060
240,Fremantle,Informal,Informal,999,N,Independent,,6025
305,Hasluck,Jeanene,WILLIAMS,1,N,Independent,IND,3318
305,Hasluck,Brendan,STURCKE,2,N,The Greens (WA),GRN,10826
305,Hasluck,Will,SCOTT,3,N,United Australia Party,UAPP,2973
305,Hasluck,Pauline,CLARK,4,N,WESTERN AUSTRALIA PARTY,WAP,2561
305,Hasluck,Ian,MONCK,5,N,Pauline Hanson's One Nation,ON,3783
305,Hasluck,Ken,WYATT,6,N,Liberal,LP,32889
305,Hasluck,Marijanna,SMITH,7,N,Australian Federation Party,CYA,1739
305,Hasluck,Tania,LAWRENCE,8,Y,Australian Labor Party,ALP,39144
305,Hasluck,Steven,McCREANOR,9,N,Liberal Democrats,LDP,1280
305,Hasluck,Informal,Informal,999,N,Independent,,5782
242,Moore,Sue,ANDERSSON,1,N,The Great Australian Party,GAP,1926
242,Moore,Peter,GUNNESS,2,N,WESTERN AUSTRALIA PARTY,WAP,3095
242,Moore,Tom,FRENCH,3,N,Australian Labor Party,ALP,34227
242,Moore,Mark,COOPER,4,N,The Greens (WA),GRN,14902
242,Moore,Ian,GOODENOUGH,5,Y,Liberal,LP,43706
242,Moore,Brian,BRIGHTMAN,6,N,Pauline Hanson's One Nation,ON,3541
242,Moore,Helen,WATKINSON,7,N,United Australia Party,UAPP,2342
242,Moore,Martin,SUTER,8,N,Australian Federation Party,CYA,792
242,Moore,Informal,Informal,999,N,Independent,,4545
243,O'Connor,Stan,KUSTRIN,1,N,Pauline Hanson's One Nation,ON,6833
243,O'Connor,Shaneane,WELDON,2,N,Australian Labor Party,ALP,25754
243,O'Connor,Giz,WATSON,3,N,The Greens (WA),GRN,10284
243,O'Connor,Isaac,MIDDLE,4,N,Australian Federation Party,CYA,1348
243,O'Connor,Morris,BESSANT,5,N,WESTERN AUSTRALIA PARTY,WAP,2366
243,O'Connor,Justin,MOSELEY,6,N,Australian Christians,AUC,2779
243,O'Connor,Tracy Anne,TIRRONEN,7,N,United Australia Party,UAPP,1722
243,O'Connor,Brenden,BARBER,8,N,The Great Australian Party,GAP,2337
243,O'Connor,Rick,WILSON,9,Y,Liberal,LP,43295
243,O'Connor,Informal,Informal,999,N,Independent,,5906
244,Pearce,Roslyn,STEWART,1,N,The Great Australian Party,GAP,2160
244,Pearce,Donna,NELSON,2,N,The Greens (WA),GRN,10416
244,Pearce,David,MARSHALL,3,N,Liberal Democrats,LDP,1548
244,Pearce,Tracey,ROBERTS,4,Y,Australian Labor Party,ALP,40596
244,Pearce,Trevor Richard,DALBY,5,N,United Australia Party,UAPP,2534
244,Pearce,Jim,PAICE,6,N,WESTERN AUSTRALIA PARTY,WAP,2206
244,Pearce,Aaron,MALLOY,7,N,Pauline Hanson's One Nation,ON,4295
244,Pearce,Linda,AITKEN,8,N,Liberal,LP,28380
244,Pearce,Vanessa,MONTGOMERY,9,N,Australian Christians,AUC,2097
244,Pearce,Nigel,MARCH,10,N,Australian Federation Party,CYA,684
244,Pearce,Informal,Informal,999,N,Independent,,6306
245,Perth,Cameron,BAILEY,1,N,Pauline Hanson's One Nation,ON,2749
245,Perth,Dean,POWELL,2,N,Australian Christians,AUC,1514
245,Perth,Sean,CONNOR,3,N,The Great Australian Party,GAP,702
245,Perth,Dave,VOS,4,N,WESTERN AUSTRALIA PARTY,WAP,1878
245,Perth,Sarah,SZMEKURA-MOOR,5,N,Animal Justice Party,AJP,1535
245,Perth,Patrick,GORMAN,6,Y,Australian Labor Party,ALP,40066
245,Perth,Evan,NICKOLS,7,N,Liberal Democrats,LDP,1407
245,Perth,Sonya Michelle,EBERHART,8,N,United Australia Party,UAPP,1605
245,Perth,Caroline,PERKS,9,N,The Greens (WA),GRN,22621
245,Perth,David,DWYER,10,N,Liberal,LP,27294
245,Perth,Aiden,GYURU,11,N,Australian Federation Party,CYA,710
245,Perth,Informal,Informal,999,N,Independent,,6028
247,Swan,Paul,HILTON,1,N,United Australia Party,UAPP,2637
247,Swan,Matthew,THOMPSON,2,N,Liberal Democrats,LDP,1821
247,Swan,Timothy,GREEN,3,N,Animal Justice Party,AJP,2214
247,Swan,Zaneta,MASCARENHAS,4,Y,Australian Labor Party,ALP,39082
247,Swan,Carl,PALLIER,5,N,Australian Federation Party,CYA,792
247,Swan,Rod,BRADLEY,6,N,WESTERN AUSTRALIA PARTY,WAP,2059
247,Swan,Peter,HALLIFAX,7,N,Pauline Hanson's One Nation,ON,2544
247,Swan,Kristy,McSWEENEY,8,N,Liberal,LP,32096
247,Swan,Clint,UINK,9,N,The Greens (WA),GRN,14861
247,Swan,Dena,GOWER,10,N,Australian Christians,AUC,1930
247,Swan,Informal,Informal,999,N,Independent,,5545
248,Tangney,Tshung-Hui,CHANG,1,N,Pauline Hanson's One Nation,ON,2288
248,Tangney,Jay Dean,GILLETT,2,N,WESTERN AUSTRALIA PARTY,WAP,2096
248,Tangney,Mark,STAER,3,N,Australian Christians,AUC,2481
248,Tangney,Travis Llewellyn,MARK,4,N,United Australia Party,UAPP,1721
248,Tangney,Sam,LIM,5,Y,Australian Labor Party,ALP,40940
248,Tangney,Ben,MORTON,6,N,Liberal,LP,43008
248,Tangney,Brent,FOWLER,7,N,Australian Federation Party,CYA,1028
248,Tangney,Jacqueline,HOLROYD,8,N,Liberal Democrats,LDP,1110
248,Tangney,Adam,ABDUL RAZAK,9,N,The Greens (WA),GRN,12876
248,Tangney,Informal,Informal,999,N,Independent,,4271
